model,model_size_in_mb,top1,top1_err,top5,top5_err,param_count,img_size,crop_pct,interpolation,top1_diff,top5_diff
convnext_atto.d2_in1k,14.8,84.141,15.859,96.2,3.8,3.70,288,0.95,bicubic,7.133,2.498
inception_v3.tf_in1k,95.7,84.141,15.859,95.911,4.089,23.83,299,0.875,bicubic,6.285,2.045
res2net50_48w_2s.in1k,101.0,84.117,15.883,95.96,4.04,25.29,224,0.875,bilinear,6.603,2.41
xcit_tiny_12_p16_224.fb_in1k,27.0,84.111,15.889,96.236,3.764,6.72,224,1.0,bicubic,6.971,2.52
ghostnetv2_160.in1k,50.2,84.098,15.902,96.21,3.79,12.39,224,0.875,bicubic,6.266,2.27
tf_efficientnet_lite2.in1k,24.7,84.087,15.913,96.074,3.926,6.09,260,0.89,bicubic,6.625,2.322
poolformer_s12.sail_in1k,47.7,84.049,15.951,96.178,3.822,11.92,224,0.9,bicubic,6.809,2.646
resnet34.a2_in1k,87.3,84.045,15.955,95.922,4.078,21.80,288,1.0,bicubic,6.887,2.648
efficientnet_b0.ra_in1k,21.4,84.034,15.966,95.965,4.035,5.29,224,0.875,bicubic,6.34,2.433
crossvit_9_dagger_240.in1k,35.2,84.019,15.981,96.084,3.916,8.78,240,0.875,bicubic,7.041,2.466
tf_efficientnet_cc_b0_8e.in1k,96.3,83.972,16.028,96.067,3.933,24.01,224,0.875,bicubic,6.068,2.405
regnety_016.pycls_in1k,45.2,83.966,16.034,96.005,3.995,11.20,224,0.875,bicubic,6.098,2.287
gmixer_24_224.ra3_in1k,99.0,83.966,16.034,95.854,4.146,24.72,224,0.875,bicubic,5.94,2.186
hardcorenas_e.miil_green_in1k,32.6,83.963,16.037,95.903,4.097,8.07,224,0.875,bilinear,6.173,2.203
resnext50_32x4d.tv_in1k,100.0,83.951,16.049,95.969,4.031,25.03,224,0.875,bilinear,6.329,2.273
resnet50.gluon_in1k,103.0,83.94,16.06,96.02,3.98,25.56,224,0.875,bicubic,6.358,2.3
densenet161.tv_in1k,116.0,83.91,16.09,96.022,3.978,28.68,224,0.875,bicubic,6.552,2.38
mobilenetv2_120d.ra_in1k,23.7,83.902,16.098,95.903,4.097,5.83,224,0.875,bicubic,6.594,2.401
inception_v3.tf_adv_in1k,95.7,83.897,16.103,95.939,4.061,23.83,299,0.875,bicubic,6.305,2.209
resnet101.tv_in1k,179.0,83.863,16.137,95.888,4.112,44.55,224,0.875,bilinear,6.483,2.342
tinynet_a.in1k,25.1,83.825,16.175,95.817,4.183,6.19,192,0.875,bicubic,6.177,2.277
resnet26d.bt_in1k,64.2,83.791,16.209,95.96,4.04,16.01,288,0.95,bicubic,6.383,2.322
dpn68b.mx_in1k,50.9,83.786,16.214,95.986,4.014,12.61,224,0.875,bicubic,6.268,2.134
inception_v3.tv_in1k,95.7,83.756,16.244,95.886,4.114,23.83,299,0.875,bicubic,6.322,2.412
hardcorenas_d.miil_green_in1k,30.3,83.756,16.244,95.738,4.262,7.50,224,0.875,bilinear,6.322,2.248
xcit_nano_12_p8_224.fb_dist_in1k,12.3,83.733,16.267,95.963,4.037,3.05,224,1.0,bicubic,7.401,2.865
dla60.in1k,88.4,83.716,16.284,95.926,4.074,22.04,224,0.875,bilinear,6.67,2.608
resnext26ts.ra2_in1k,41.4,83.701,16.299,95.984,4.016,10.30,288,1.0,bicubic,6.523,2.52
repvgg_b1g4.rvgg_in1k,160.0,83.699,16.301,96.027,3.973,39.97,224,0.875,bilinear,6.111,2.191
convmixer_1024_20_ks9_p14.in1k,98.0,83.682,16.318,95.884,4.116,24.38,224,0.96,bicubic,6.746,2.534
legacy_seresnet50.in1k,,83.669,16.331,95.984,4.016,28.09,224,0.875,bilinear,6.025,2.226
regnetx_008.tv2_in1k,29.3,83.667,16.333,95.975,4.025,7.26,224,0.965,bicubic,6.361,2.311
tf_efficientnet_b0.ap_in1k,21.4,83.652,16.348,95.785,4.215,5.29,224,0.875,bicubic,6.562,2.523
skresnet34.ra_in1k,89.4,83.645,16.355,95.928,4.072,22.28,224,0.875,bicubic,6.735,2.784
tf_efficientnet_cc_b0_4e.in1k,53.5,83.641,16.359,95.74,4.26,13.31,224,0.875,bicubic,6.339,2.404
repghostnet_150.in1k,26.7,83.63,16.369,95.92,4.08,6.58,224,0.875,bicubic,6.171,2.41
seresnet50.a3_in1k,113.0,83.624,16.376,95.709,4.292,28.09,224,0.95,bicubic,6.598,2.636
densenet121.ra_in1k,32.5,83.596,16.404,96.054,3.946,7.98,288,0.95,bicubic,7.096,2.686
resmlp_12_224.fb_in1k,61.5,83.569,16.431,95.76,4.24,15.35,224,0.875,bicubic,6.921,2.582
densenet201.tv_in1k,81.4,83.554,16.446,95.809,4.191,20.01,224,0.875,bicubic,6.268,2.329
mobilenetv3_large_100.miil_in21k_ft_in1k,22.1,83.554,16.446,95.448,4.552,5.48,224,0.875,bilinear,5.634,2.534
mixnet_m.ft_in1k,20.4,83.532,16.468,95.687,4.313,5.01,224,0.875,bicubic,6.272,2.269
legacy_seresnext26_32x4d.in1k,,83.522,16.478,95.709,4.292,16.79,224,0.875,bicubic,6.414,2.395
gernet_s.idstcv_in1k,32.9,83.513,16.487,95.798,4.202,8.17,224,0.875,bilinear,6.603,2.482
tf_efficientnet_b0.aa_in1k,21.4,83.502,16.498,95.704,4.296,5.29,224,0.875,bicubic,6.658,2.486
hrnet_w18.ms_in1k,86.1,83.49,16.511,95.911,4.089,21.30,224,0.875,bilinear,6.738,2.467
resnet34.bt_in1k,87.3,83.468,16.532,95.965,4.035,21.80,288,0.95,bicubic,6.988,2.611
selecsls42b.in1k,130.0,83.451,16.549,95.736,4.264,32.46,224,0.875,bicubic,6.281,2.344
efficientvit_m5.r224_in1k,50.5,83.449,16.551,95.813,4.187,12.47,224,0.875,bicubic,6.391,2.629
efficientformerv2_s0.snap_dist_in1k,14.8,83.402,16.598,95.817,4.183,3.60,224,0.95,bicubic,7.288,2.959
hardcorenas_c.miil_green_in1k,22.3,83.353,16.647,95.713,4.287,5.52,224,0.875,bilinear,6.287,2.551
ghostnetv2_130.in1k,36.4,83.342,16.658,95.843,4.157,8.96,224,0.875,bicubic,6.586,2.481
tf_efficientnet_lite1.in1k,22.0,83.338,16.662,95.647,4.353,5.42,240,0.882,bicubic,6.694,2.423
fastvit_t8.apple_in1k,16.4,83.27,16.73,95.832,4.168,4.03,256,0.9,bicubic,7.096,2.78
dpn68.mx_in1k,50.9,83.195,16.805,95.617,4.383,12.61,224,0.875,bicubic,6.849,2.609
tf_mixnet_m.in1k,20.4,83.189,16.811,95.469,4.531,5.01,224,0.875,bicubic,6.235,2.315
regnetx_016.pycls_in1k,37.1,83.18,16.82,95.74,4.26,9.19,224,0.875,bicubic,6.256,2.325
tf_efficientnet_es.in1k,22.1,83.18,16.82,95.58,4.42,5.44,224,0.875,bicubic,6.582,2.378
xcit_nano_12_p16_384.fb_dist_in1k,12.4,83.178,16.822,95.755,4.245,3.05,384,1.0,bicubic,7.72,3.058
mobilenetv2_140.ra_in1k,24.7,83.174,16.826,95.687,4.313,6.11,224,0.875,bicubic,6.658,2.699
levit_128s.fb_dist_in1k,31.4,83.052,16.948,95.533,4.467,7.78,224,0.9,bicubic,6.526,2.661
levit_conv_128s.fb_dist_in1k,31.4,83.046,16.954,95.536,4.464,7.78,224,0.9,bicubic,6.526,2.67
repvgg_a2.rvgg_in1k,113.0,82.996,17.004,95.593,4.407,28.21,224,0.875,bilinear,6.538,2.591
resnet50.tv_in1k,103.0,82.958,17.042,95.469,4.531,25.56,224,0.875,bilinear,6.83,2.611
repghostnet_130.in1k,22.3,82.922,17.078,95.459,4.541,5.48,224,0.875,bicubic,6.546,2.567
resnet26.bt_in1k,64.2,82.917,17.083,95.726,4.274,16.00,288,0.95,bicubic,6.551,2.546
hardcorenas_b.miil_green_in1k,20.9,82.864,17.136,95.395,4.605,5.18,224,0.875,bilinear,6.316,2.633
mobileone_s1.apple_in1k,19.8,82.853,17.147,95.54,4.46,4.83,224,0.9,bilinear,7.067,2.748
mobilevitv2_075.cvnets_in1k,11.6,82.796,17.204,95.57,4.43,2.87,256,0.888,bicubic,7.188,2.826
densenet169.tv_in1k,57.6,82.689,17.311,95.604,4.396,14.15,224,0.875,bicubic,6.789,2.576
vit_tiny_r_s16_p8_384.augreg_in21k_ft_in1k,25.5,82.687,17.313,95.847,4.153,6.36,384,1.0,bicubic,6.727,2.585
regnety_004.tv2_in1k,17.6,82.64,17.36,95.499,4.501,4.34,224,0.965,bicubic,7.046,2.799
edgenext_x_small.in1k,9.42,82.58,17.42,95.459,4.541,2.34,288,1.0,bicubic,6.892,2.693
tf_efficientnet_b0.in1k,21.4,82.563,17.437,95.418,4.582,5.29,224,0.875,bicubic,6.033,2.41
mixnet_s.ft_in1k,16.8,82.52,17.48,95.356,4.644,4.13,224,0.875,bicubic,6.526,2.086
vit_small_patch32_224.augreg_in21k_ft_in1k,91.6,82.516,17.484,95.664,4.336,22.88,224,0.9,bicubic,6.522,2.864
regnety_008.pycls_in1k,25.3,82.486,17.514,95.489,4.511,6.26,224,0.875,bicubic,6.184,2.427
efficientnet_lite0.ra_in1k,18.9,82.371,17.629,95.294,4.706,4.65,224,0.875,bicubic,6.889,2.774
resnest14d.gluon_in1k,42.6,82.356,17.644,95.335,4.665,10.61,224,0.875,bilinear,6.848,2.827
hardcorenas_a.miil_green_in1k,21.2,82.322,17.678,95.288,4.712,5.26,224,0.875,bilinear,6.384,2.78
efficientnet_es_pruned.in1k,22.1,82.294,17.706,95.301,4.699,5.44,224,0.875,bicubic,7.288,2.857
mobilenetv3_rw.rmsp_in1k,22.1,82.264,17.736,95.234,4.766,5.48,224,0.875,bicubic,6.644,2.531
semnasnet_100.rmsp_in1k,15.8,82.258,17.742,95.226,4.774,3.89,224,0.875,bicubic,6.808,2.628
mobilenetv3_large_100.ra_in1k,22.1,82.179,17.821,95.192,4.808,5.48,224,0.875,bicubic,6.413,2.654
vit_tiny_patch16_224.augreg_in21k_ft_in1k,22.9,82.08,17.92,95.476,4.524,5.72,224,0.9,bicubic,6.618,2.632
mobilenetv2_110d.ra_in1k,18.4,82.068,17.932,95.07,4.93,4.52,224,0.875,bicubic,7.014,2.886
tf_mixnet_s.in1k,16.8,82.038,17.962,95.126,4.874,4.13,224,0.875,bicubic,6.386,2.486
repvgg_b0.rvgg_in1k,63.6,81.999,18.001,95.104,4.896,15.82,224,0.875,bilinear,6.855,2.688
deit_tiny_distilled_patch16_224.fb_in1k,23.7,81.993,18.007,95.134,4.866,5.91,224,0.9,bicubic,7.489,3.244
hrnet_w18_small_v2.ms_in1k,62.9,81.976,18.024,95.16,4.84,15.60,224,0.875,bilinear,6.866,2.744
mixer_b16_224.goog_in21k_ft_in1k,240.0,81.976,18.024,94.451,5.549,59.88,224,0.875,bicubic,5.374,2.227
tf_efficientnet_lite0.in1k,18.9,81.95,18.05,95.16,4.84,4.65,224,0.875,bicubic,7.118,2.99
ghostnetv2_100.in1k,25.1,81.905,18.095,95.111,4.889,6.16,224,0.875,bicubic,6.739,2.757
tinynet_b.in1k,15.2,81.88,18.12,94.876,5.124,3.73,188,0.875,bicubic,6.902,2.69
tf_mobilenetv3_large_100.in1k,22.1,81.848,18.152,95.059,4.941,5.48,224,0.875,bilinear,6.332,2.466
pit_ti_distilled_224.in1k,20.5,81.779,18.221,95.098,4.902,5.10,224,0.9,bicubic,7.523,3.146
repghostnet_111.in1k,18.5,81.743,18.257,94.842,5.158,4.54,224,0.875,bicubic,6.687,2.65
densenet121.tv_in1k,32.5,81.732,18.268,95.036,4.964,7.98,224,0.875,bicubic,6.968,2.882
regnety_006.pycls_in1k,24.5,81.717,18.283,95.115,4.885,6.06,224,0.875,bicubic,6.449,2.589
regnetx_004_tv.tv2_in1k,22.3,81.694,18.306,95.057,4.943,5.50,224,0.965,bicubic,7.094,2.887
resnet18d.ra2_in1k,46.9,81.679,18.321,95.079,4.921,11.71,288,0.95,bicubic,7.885,3.241
dla34.in1k,63.1,81.664,18.336,94.867,5.133,15.74,224,0.875,bilinear,7.024,2.801
xcit_nano_12_p8_224.fb_in1k,12.3,81.645,18.355,95.271,4.729,3.05,224,1.0,bicubic,7.735,3.103
crossvit_9_240.in1k,34.3,81.613,18.387,94.981,5.019,8.55,240,0.875,bicubic,7.653,3.019
fbnetc_100.rmsp_in1k,22.6,81.559,18.441,94.968,5.032,5.57,224,0.875,bilinear,6.43,2.58
mobilevit_xs.cvnets_in1k,9.42,81.553,18.447,95.023,4.977,2.32,256,0.9,bicubic,6.919,2.675
legacy_seresnet34.in1k,,81.538,18.462,94.897,5.103,21.96,224,0.875,bilinear,6.736,2.771
efficientvit_m4.r224_in1k,35.7,81.498,18.503,95.002,4.998,8.80,224,0.875,bicubic,7.13,3.022
regnetx_008.pycls_in1k,29.3,81.487,18.513,95.053,4.947,7.26,224,0.875,bicubic,6.459,2.715
resnet34.gluon_in1k,87.3,81.481,18.52,94.799,5.201,21.80,224,0.875,bicubic,6.901,2.817
mnasnet_100.rmsp_in1k,17.8,81.446,18.554,94.914,5.086,4.38,224,0.875,bicubic,6.794,2.792
vgg19_bn.tv_in1k,575.0,81.438,18.562,94.771,5.229,143.68,224,0.875,bilinear,7.222,2.927
repvgg_a1.rvgg_in1k,56.6,81.256,18.744,94.714,5.286,14.09,224,0.875,bilinear,6.794,2.858
vit_base_patch32_224.augreg_in1k,353.0,81.143,18.857,94.427,5.572,88.22,224,0.9,bicubic,6.249,2.649
convit_tiny.fb_in1k,22.9,81.126,18.874,95.036,4.964,5.71,224,0.875,bicubic,8.014,3.324
crossvit_tiny_240.in1k,28.2,81.098,18.902,94.983,5.017,7.01,240,0.875,bicubic,7.758,3.075
resnet18.a1_in1k,46.8,81.036,18.964,94.357,5.643,11.69,288,1.0,bicubic,7.878,3.331
repghostnet_100.in1k,16.7,80.93,19.07,94.543,5.457,4.07,224,0.875,bicubic,6.724,3.001
spnasnet_100.rmsp_in1k,18.0,80.883,19.117,94.526,5.474,4.42,224,0.875,bilinear,6.789,2.706
resnet34.a3_in1k,87.3,80.814,19.186,94.353,5.647,21.80,224,0.95,bicubic,7.844,3.247
efficientvit_m3.r224_in1k,28.0,80.693,19.307,94.556,5.444,6.90,224,0.875,bicubic,7.319,3.208
ghostnet_100.in1k,21.0,80.678,19.322,94.359,5.641,5.18,224,0.875,bicubic,6.72,2.827
regnety_004.pycls_in1k,17.6,80.656,19.344,94.682,5.318,4.34,224,0.875,bicubic,6.63,2.934
skresnet18.ra_in1k,48.0,80.648,19.352,94.378,5.622,11.96,224,0.875,bicubic,7.614,3.206
regnetx_006.pycls_in1k,25.0,80.639,19.361,94.53,5.47,6.20,224,0.875,bicubic,6.771,2.852
pit_ti_224.in1k,19.5,80.599,19.401,94.62,5.38,4.85,224,0.9,bicubic,7.689,3.216
resnet18.fb_swsl_ig1b_ft_in1k,46.8,80.577,19.423,94.741,5.259,11.69,224,0.875,bilinear,7.289,3.011
vgg16_bn.tv_in1k,554.0,80.571,19.429,94.6,5.4,138.37,224,0.875,bilinear,7.201,3.086
semnasnet_075.rmsp_in1k,11.9,80.481,19.519,94.319,5.681,2.91,224,0.875,bicubic,7.477,3.179
hrnet_w18_small.gluon_in1k,53.0,80.406,19.593,94.045,5.955,13.19,224,0.875,bicubic,6.486,2.851
resnet34.tv_in1k,87.3,80.381,19.619,94.43,5.57,21.80,224,0.875,bilinear,7.075,3.01
resnet18.a2_in1k,46.8,80.31,19.69,94.099,5.901,11.69,288,1.0,bicubic,7.938,3.503
mobilenetv2_100.ra_in1k,14.3,80.253,19.747,94.188,5.812,3.50,224,0.875,bicubic,7.285,3.172
xcit_nano_12_p16_224.fb_dist_in1k,12.4,80.231,19.769,94.351,5.649,3.05,224,1.0,bicubic,7.921,3.491
vit_base_patch32_224.sam_in1k,353.0,80.214,19.786,93.823,6.177,88.22,224,0.9,bicubic,6.52,2.809
resnet18.fb_ssl_yfcc100m_ft_in1k,46.8,80.095,19.905,94.592,5.408,11.69,224,0.875,bilinear,7.497,3.176
tf_mobilenetv3_large_075.in1k,16.2,80.073,19.927,94.18,5.82,3.99,224,0.875,bilinear,6.643,2.828
deit_tiny_patch16_224.fb_in1k,22.9,80.011,19.988,94.449,5.551,5.72,224,0.9,bicubic,7.841,3.333
hrnet_w18_small.ms_in1k,53.0,79.55,20.45,93.906,6.093,13.19,224,0.875,bilinear,7.214,3.226
repvgg_a0.rvgg_in1k,36.7,79.508,20.492,93.778,6.222,9.11,224,0.875,bilinear,7.1,3.286
vgg19.tv_in1k,575.0,79.484,20.516,93.868,6.132,143.67,224,0.875,bilinear,7.106,2.994
regnetx_004.pycls_in1k,20.9,79.42,20.58,93.847,6.153,5.16,224,0.875,bicubic,7.018,3.021
tf_mobilenetv3_large_minimal_100.in1k,15.9,79.232,20.768,93.702,6.298,3.92,224,0.875,bilinear,6.968,3.062
edgenext_xx_small.in1k,5.36,79.175,20.825,93.819,6.181,1.33,288,1.0,bicubic,7.297,3.267
legacy_seresnet18.in1k,,79.164,20.836,93.774,6.226,11.78,224,0.875,bicubic,7.404,3.442
resnet14t.c3_in1k,40.4,79.143,20.857,93.565,6.435,10.08,224,0.95,bicubic,6.889,3.259
repghostnet_080.in1k,13.5,79.089,20.911,93.716,6.284,3.28,224,0.875,bicubic,6.877,3.233
vgg16.tv_in1k,553.0,79.038,20.962,93.644,6.356,138.36,224,0.875,bilinear,7.446,3.26
vgg13_bn.tv_in1k,532.0,78.995,21.005,93.661,6.339,133.05,224,0.875,bilinear,7.407,3.283
vit_tiny_r_s16_p8_224.augreg_in21k_ft_in1k,25.4,78.991,21.009,93.898,6.102,6.34,224,0.9,bicubic,7.193,3.074
lcnet_100.ra2_in1k,11.9,78.899,21.101,93.55,6.45,2.95,224,0.875,bicubic,6.797,3.196
pvt_v2_b0.in1k,14.7,78.756,21.244,93.836,6.164,3.67,224,0.9,bicubic,8.096,3.64
efficientvit_m2.r224_in1k,17.1,78.632,21.368,93.552,6.448,4.19,224,0.875,bicubic,7.818,3.41
mobileone_s0.apple_in1k,22.0,78.496,21.504,93.322,6.678,5.29,224,0.875,bilinear,7.094,3.48
tinynet_c.in1k,10.0,78.449,21.551,93.125,6.875,2.46,184,0.875,bicubic,7.207,3.393
efficientvit_b0.r224_in1k,13.7,78.425,21.575,92.801,7.199,3.41,224,0.95,bicubic,7.027,3.373
resnet18.gluon_in1k,46.8,78.376,21.624,93.129,6.871,11.69,224,0.875,bicubic,7.542,3.373
mobilevitv2_050.cvnets_in1k,5.61,78.124,21.876,93.565,6.435,1.37,256,0.888,bicubic,7.976,3.647
vgg11_bn.tv_in1k,532.0,77.956,22.044,93.232,6.768,132.87,224,0.875,bilinear,7.573,3.424
xcit_nano_12_p16_224.fb_in1k,12.4,77.904,22.096,93.437,6.563,3.05,224,1.0,bicubic,7.942,3.675
regnety_002.pycls_in1k,12.8,77.422,22.578,92.905,7.095,3.16,224,0.875,bicubic,7.142,3.375
resnet18.tv_in1k,46.8,77.285,22.715,92.756,7.244,11.69,224,0.875,bilinear,7.525,3.686
mixer_l16_224.goog_in21k_ft_in1k,833.0,77.279,22.721,90.584,9.416,208.20,224,0.875,bicubic,5.225,2.91
vgg13.tv_in1k,532.0,77.227,22.773,92.692,7.308,133.05,224,0.875,bilinear,7.295,3.442
mobilevit_xxs.cvnets_in1k,5.22,76.604,23.396,92.681,7.319,1.27,256,0.9,bicubic,7.686,3.735
resnet18.a3_in1k,46.8,76.457,23.543,92.226,7.774,11.69,224,0.95,bicubic,8.205,4.054
efficientvit_m1.r224_in1k,12.3,76.388,23.612,92.542,7.458,2.98,224,0.875,bicubic,8.082,3.872
vgg11.tv_in1k,531.0,76.384,23.616,92.156,7.844,132.86,224,0.875,bilinear,7.362,3.532
repghostnet_058.in1k,10.5,76.224,23.776,92.117,7.883,2.55,224,0.875,bicubic,7.31,3.697
resnet10t.c3_in1k,21.8,76.171,23.829,92.226,7.774,5.44,224,0.95,bicubic,7.806,4.19
regnetx_002.pycls_in1k,10.9,76.128,23.872,92.198,7.801,2.68,224,0.875,bicubic,7.376,3.656
lcnet_075.ra2_in1k,9.52,76.036,23.964,92.06,7.94,2.36,224,0.875,bicubic,7.254,3.7
dla60x_c.in1k,5.46,75.637,24.363,92.171,7.829,1.32,224,0.875,bilinear,7.725,3.739
mobilenetv3_small_100.lamb_in1k,10.3,74.921,25.078,91.487,8.512,2.54,224,0.875,bicubic,7.263,3.852
tf_mobilenetv3_small_100.in1k,10.3,74.725,25.275,91.266,8.735,2.54,224,0.875,bilinear,6.803,3.594
tinynet_d.in1k,9.51,74.292,25.708,90.917,9.083,2.34,152,0.875,bicubic,7.32,3.851
repghostnet_050.in1k,9.55,74.236,25.764,90.808,9.191,2.31,224,0.875,bicubic,7.27,3.888
mnasnet_small.lamb_in1k,8.29,73.801,26.199,90.732,9.268,2.03,224,0.875,bicubic,7.605,4.228
dla46x_c.in1k,4.41,73.655,26.345,91.097,8.903,1.07,224,0.875,bilinear,7.663,4.123
mobilenetv2_050.lamb_in1k,8.05,73.47,26.53,90.317,9.682,1.97,224,0.875,bicubic,7.522,4.233
tf_mobilenetv3_small_075.in1k,8.29,72.814,27.186,90.051,9.949,2.04,224,0.875,bilinear,7.088,3.919
dla46_c.in1k,5.33,72.626,27.374,90.499,9.501,1.30,224,0.875,bilinear,7.754,4.201
mobilenetv3_small_075.lamb_in1k,8.29,72.317,27.683,89.666,10.334,2.04,224,0.875,bicubic,7.081,4.22
efficientvit_m0.r224_in1k,9.76,71.091,28.909,89.589,10.411,2.35,224,0.875,bicubic,7.821,4.413
lcnet_050.ra2_in1k,7.6,70.402,29.598,88.825,11.175,1.88,224,0.875,bicubic,7.264,4.443
tf_mobilenetv3_small_minimal_100.in1k,8.29,70.096,29.904,88.516,11.485,2.04,224,0.875,bilinear,7.202,4.278
tinynet_e.in1k,8.3,66.81,33.19,86.28,13.72,2.04,106,0.875,bicubic,6.944,4.518
mobilenetv3_small_050.lamb_in1k,6.48,64.697,35.303,84.858,15.142,1.59,224,0.875,bicubic,6.781,4.678
